NumberFrom,NumberTo,OwnerId,RegionCode,MNC,RowCount
9230500000,9230529999,mMEGAFON,71,02,
9230530000,9230559999,mMEGAFON,56,02,
9230560000,9230569999,mMTT,54,42,
9231000000,9231599999,mMEGAFON,56,02,
9231600000,9231699999,mMEGAFON,22,02,
9231700000,9231999999,mMEGAFON,56,02,
9232000000,9232099999,mMEGAFON,26,02,
9232100000,9232109999,mMEGAFON,19,02,
9232110000,9232119999,mMEGAFON,26,02,
9232120000,9232199999,mMEGAFON,19,02,
9232200000,9232599999,mMEGAFON,56,02,
9232600000,9232699999,mMEGAFON,17,02,
9232700000,9232999999,mMEGAFON,26,02,
9233000000,9233229999,mMEGAFON,26,02,
9233230000,9233239999,mMEGAFON,26,02,
9233240000,9233429999,mMEGAFON,26,02,
9233430000,9233439999,mMEGAFON,26,02,
9233440000,9233469999,mMEGAFON,26,02,
9233470000,9233479999,mMEGAFON,26,02,
9233480000,9233799999,mMEGAFON,26,02,
9233800000,9233899999,mMEGAFON,17,02,
9233900000,9233999999,mMEGAFON,19,02,
9234000000,9234499999,mMEGAFON,71,02,
9234500000,9234549999,mMEGAFON,26,02,
9234550000,9234569999,mMEGAFON,02,02,
9234570000,9234579999,mMEGAFON,71,02,
9234580000,9234589999,mMEGAFON,57,02,
9234590000,9234599999,mMEGAFON,71,02,
9234600000,9234799999,mMEGAFON,44,02,
9234800000,9234999999,mMEGAFON,44,02,
9235000000,9235399999,mMEGAFON,44,02,
9235400000,9235559999,mMEGAFON,17,02,
9235560000,9235579999,mMEGAFON,26,02,
9235580000,9235599999,mMEGAFON,17,02,
9235600000,9235669999,mMEGAFON,22,02,
9235670000,9235679999,mMEGAFON,44,02,
9235680000,9235699999,mMEGAFON,22,02,
9235700000,9235799999,mMEGAFON,26,02,
9235800000,9235999999,mMEGAFON,19,02,
9236000000,9236199999,mMEGAFON,44,02,
9236200000,9236399999,mMEGAFON,44,02,
9236400000,9236599999,mMEGAFON,22,02,
9236600000,9236679999,mMEGAFON,02,02,
9236680000,9236699999,mMEGAFON,26,02,
9236700000,9236999999,mMEGAFON,57,02,
9237000000,9237099999,mMEGAFON,56,02,
9237100000,9237299999,mMEGAFON,22,02,
9237300000,9237469999,mMEGAFON,56,02,
9237470000,9237569999,mMEGAFON,22,02,
9237570000,9237599999,mMEGAFON,26,02,
9237600000,9237699999,mMEGAFON,57,02,
9237700000,9237729999,mMEGAFON,26,02,
9237730000,9237749999,mMEGAFON,57,02,
9237750000,9237759999,mMEGAFON,56,02,
9237760000,9237769999,mMEGAFON,22,02,
9237770000,9237777999,mMEGAFON,56,02,
9237778000,9237807999,mMEGAFON,22,02,
9237808000,9237819999,mMEGAFON,56,02,
9237820000,9237849999,mMEGAFON,26,02,
9237850000,9237859999,mMEGAFON,56,02,
9237860000,9237869999,mMEGAFON,22,02,
9237870000,9237870999,mMEGAFON,56,02,
9237871000,9237871999,mMEGAFON,57,02,
9237872000,9237899999,mMEGAFON,56,02,
9237900000,9237999999,mMEGAFON,22,02,
9238000000,9238039999,mMEGAFON,22,02,
9238040000,9238229999,mMEGAFON,26,02,
9238230000,9238281999,mMEGAFON,57,02,
9238880000,9238880999,mSPRINT,62,43,
9238881000,9238881999,mSPRINT,78,43,
9238882000,9238882999,mSPRINT,78,43,
9238883000,9238883999,mSPRINT,78,43,
9238884000,9238884999,mSPRINT,78,43,
9238885000,9238889999,mSPRINT,29,43,
9238990000,9238999999,mMTT,78,42,
9239000000,9239000999,mMTT,77,42,
9239980000,9239989999,mMTT,62,42,
9239990000,9239999999,mSPRINT,05,43,
9240000000,9240099999,mMEGAFON,28,02,
9240100000,9240119999,mMEGAFON,04,02,
9240120000,9240129999,mMEGAFON,04,02,
9240130000,9240199999,mMEGAFON,04,02,
9240200000,9240229999,mMEGAFON,23,02,
9240230000,9240239999,mMEGAFON,23,02,
9240240000,9240249999,mMEGAFON,41,02,
9240250000,9240253999,mMEGAFON,28,02,
9240254000,9240257999,mMEGAFON,31,02,
9240258000,9240259999,mMEGAFON,24,02,
9240260000,9240266999,mMEGAFON,14,02,
9240267000,9240270999,mMEGAFON,04,02,
9240271000,9240272999,mMEGAFON,51,02,
9240273000,9240274999,mMEGAFON,79,02,
9240400000,9240419999,mMEGAFON,31,02,
9240777000,9240777999,mMTT,77,42,
9241000000,9241199999,mMEGAFON,30,02,
9241200000,9241399999,mMEGAFON,28,02,
9241400000,9241499999,mMEGAFON,31,02,
9241500000,9241599999,mMEGAFON,79,02,
9241600000,9241799999,mMEGAFON,14,02,
9241800000,9241999999,mMEGAFON,66,02,
9242000000,9242299999,mMEGAFON,30,02,
9242300000,9242699999,mMEGAFON,28,02,
9242700000,9242799999,mMEGAFON,23,02,
9242800000,9242899999,mMEGAFON,66,02,
9242900000,9242949999,mMEGAFON,41,02,
9242950000,9242999999,mMEGAFON,23,02,
9243000000,9243199999,mMEGAFON,30,02,
9243200000,9243399999,mMEGAFON,28,02,
9243400000,9243499999,mMEGAFON,31,02,
9243500000,9243599999,mMEGAFON,04,02,
9243600000,9243699999,mMEGAFON,14,02,
9243700000,9243899999,mMEGAFON,23,02,
9243900000,9243999999,mMEGAFON,04,02,
9244000000,9244199999,mMEGAFON,30,02,
9244200000,9244399999,mMEGAFON,28,02,
9244400000,9244499999,mMEGAFON,31,02,
9244500000,9244599999,mMEGAFON,04,02,
9244600000,9244699999,mMEGAFON,14,02,
9244700000,9244799999,mMEGAFON,23,02,
9244800000,9244999999,mMEGAFON,66,02,
9245000000,9245199999,mMEGAFON,23,02,
9245200000,9245299999,mMEGAFON,28,02,
9245300000,9245499999,mMEGAFON,41,02,
9245500000,9245599999,mMEGAFON,04,02,
9245600000,9245699999,mMEGAFON,14,02,
9245700000,9245799999,mMEGAFON,23,02,
9245800000,9245849999,mMEGAFON,31,02,
9245850000,9245899999,mMEGAFON,24,02,
9245900000,9245999999,mMEGAFON,14,02,
9246000000,9246399999,mMEGAFON,41,02,
9246400000,9246499999,mMEGAFON,79,02,
9246500000,9246599999,mMEGAFON,04,02,
9246600000,9246649999,mMEGAFON,14,02,
9246650000,9246699999,mMEGAFON,82,02,
9246700000,9246849999,mMEGAFON,31,02,
9246850000,9246899999,mMEGAFON,24,02,
9246900000,9246949999,mMEGAFON,51,02,
9246950000,9246999999,mMEGAFON,24,02,
9247000000,9247199999,mMEGAFON,41,02,
9247200000,9247399999,mMEGAFON,28,02,
9247400000,9247439999,mMEGAFON,79,02,
9247440000,9247469999,mMEGAFON,31,02,
9247470000,9247479999,mMEGAFON,79,02,
9247480000,9247489999,mMEGAFON,31,02,
9247490000,9247499999,mMEGAFON,79,02,
9247500000,9247599999,mMEGAFON,04,02,
9247600000,9247699999,mMEGAFON,14,02,
9247700000,9247799999,mMEGAFON,04,02,
9247800000,9247849999,mMEGAFON,24,02,
9247850000,9247869999,mMEGAFON,82,02,
9247870000,9247889999,mMEGAFON,28,02,
9247890000,9247899999,mMEGAFON,82,02,
9247900000,9247949999,mMEGAFON,24,02,
9247950000,9247959999,mMEGAFON,82,02,
9247960000,9247999999,mMEGAFON,28,02,
9248000000,9248199999,mMEGAFON,23,02,
9248200000,9248399999,mMEGAFON,41,02,
9248400000,9248499999,mMEGAFON,31,02,
9248500000,9248599999,mMEGAFON,51,02,
9248600000,9248799999,mMEGAFON,14,02,
9248800000,9248899999,mMEGAFON,66,02,
9248900000,9248949999,mMEGAFON,24,02,
9248950000,9248999999,mMEGAFON,14,02,
9249000000,9249028999,mMEGAFON,41,02,
9249029900,9249029999,mMIATEL,78,16,
9249030000,9249079999,mMEGAFON,41,02,
9249150000,9249159999,mMEGAFON,28,02,
9249160000,9249359999,mMEGAFON,30,02,
9249360000,9249459999,mMEGAFON,28,02,
9249460000,9249509999,mMEGAFON,41,02,
9249900000,9249999999,mMEGAFON,41,02,
9250000000,9250999999,mMEGAFON,77,02,
9251000000,9251009999,mMEGAFON,77,02,
9251010000,9251069999,mMEGAFON,77,02,
9251070000,9251079999,mMEGAFON,77,02,
9251080000,9251089999,mMEGAFON,77,02,
9251090000,9251099999,mMEGAFON,77,02,
9251100000,9251299999,mMEGAFON,77,02,
9251300000,9251309999,mMEGAFON,77,02,
9251310000,9251359999,mMEGAFON,77,02,
9251360000,9251369999,mMEGAFON,77,02,
9251370000,9251389999,mMEGAFON,77,02,
9251390000,9251399999,mMEGAFON,77,02,
9251400000,9251999999,mMEGAFON,77,02,
9252000000,9252099999,mMEGAFON,77,02,
9252100000,9252199999,mMEGAFON,77,02,
9252200000,9252209999,mMEGAFON,77,02,
9252210000,9252259999,mMEGAFON,77,02,
9252260000,9252269999,mMEGAFON,77,02,
9252270000,9252309999,mMEGAFON,77,02,
9252310000,9252319999,mMEGAFON,77,02,
9252320000,9252329999,mMEGAFON,77,02,
9252330000,9252339999,mMEGAFON,77,02,
9252340000,9252469999,mMEGAFON,77,02,
9252470000,9252479999,mMEGAFON,77,02,
9252480000,9252579999,mMEGAFON,77,02,
9252580000,9252589999,mMEGAFON,77,02,
9252590000,9252729999,mMEGAFON,77,02,
9252730000,9252739999,mMEGAFON,77,02,
9252740000,9252789999,mMEGAFON,77,02,
9252790000,9252799999,mMEGAFON,77,02,
9252800000,9252829999,mMEGAFON,77,02,
9252830000,9252849999,mMEGAFON,77,02,
9252850000,9252889999,mMEGAFON,77,02,
9252890000,9252899999,mMEGAFON,77,02,
9252900000,9252999999,mMEGAFON,77,02,
9253000000,9253059999,mMEGAFON,77,02,
9253060000,9253069999,mMEGAFON,77,02,
9253070000,9253149999,mMEGAFON,77,02,
9253150000,9253159999,mMEGAFON,77,02,
9253160000,9253629999,mMEGAFON,77,02,
9253630000,9253639999,mMEGAFON,77,02,
9253640000,9253649999,mMEGAFON,77,02,
9253650000,9253849999,mMEGAFON,77,02,
9253850000,9253899999,mMEGAFON,77,02,
9253900000,9253999999,mMEGAFON,77,02,
9254000000,9254099999,mMEGAFON,77,02,
9254100000,9254119999,mMEGAFON,77,02,
9254120000,9254239999,mMEGAFON,77,02,
9254240000,9254249999,mMEGAFON,77,02,
9254250000,9254279999,mMEGAFON,77,02,
9254280000,9254289999,mMEGAFON,77,02,
9254290000,9254889999,mMEGAFON,77,02,
9254890000,9254899999,mMEGAFON,77,02,
9254900000,9254999999,mMEGAFON,77,02,
9255000000,9255009999,mMEGAFON,77,02,
9255010000,9255019999,mMEGAFON,77,02,
9255020000,9255029999,mMEGAFON,77,02,
9255030000,9255039999,mMEGAFON,77,02,
9255040000,9255109999,mMEGAFON,77,02,
9255110000,9255139999,mMEGAFON,77,02,
9255140000,9255149999,mMEGAFON,77,02,
9255150000,9255169999,mMEGAFON,77,02,
9255170000,9255189999,mMEGAFON,77,02,
9255190000,9255319999,mMEGAFON,77,02,
9255320000,9255329999,mMEGAFON,77,02,
9255330000,9255419999,mMEGAFON,77,02,
9255420000,9255459999,mMEGAFON,77,02,
9255460000,9255549999,mMEGAFON,77,02,
9255550000,9255559999,mMEGAFON,77,02,
9255560000,9255799999,mMEGAFON,77,02,
9255800000,9255809999,mMEGAFON,77,02,
9255810000,9255849999,mMEGAFON,77,02,
9255850000,9255859999,mMEGAFON,77,02,
9255860000,9255889999,mMEGAFON,77,02,
9255890000,9255899999,mMEGAFON,77,02,
9255900000,9256419999,mMEGAFON,77,02,
9256420000,9256429999,mMEGAFON,77,02,
9256430000,9256459999,mMEGAFON,77,02,
9256460000,9256469999,mMEGAFON,77,02,
9256470000,9256629999,mMEGAFON,77,02,
9256630000,9256659999,mMEGAFON,77,02,
9256660000,9256969999,mMEGAFON,77,02,
9256970000,9256999999,mMEGAFON,77,02,
9257000000,9257399999,mMEGAFON,77,02,
9257400000,9257479999,mMEGAFON,77,02,
9257480000,9257709999,mMEGAFON,77,02,
9257710000,9257769999,mMEGAFON,77,02,
9257770000,9257999999,mMEGAFON,77,02,
9258000000,9258999999,mMEGAFON,77,02,
9259000000,9259199999,mMEGAFON,77,02,
9259200000,9259209999,mMEGAFON,77,02,
9259210000,9259219999,mMEGAFON,77,02,
9259220000,9259229999,mMEGAFON,77,02,
9259230000,9259489999,mMEGAFON,77,02,
9259490000,9259599999,mMEGAFON,77,02,
9259600000,9259619999,mMEGAFON,77,02,
9259620000,9259669999,mMEGAFON,77,02,
9259670000,9259709999,mMEGAFON,77,02,
9259710000,9259739999,mMEGAFON,77,02,
9259740000,9259749999,mMEGAFON,77,02,
9259750000,9259849999,mMEGAFON,77,02,
9259850000,9259859999,mMEGAFON,77,02,
9259860000,9259909999,mMEGAFON,77,02,
9259910000,9259919999,mMEGAFON,77,02,
9259920000,9259969999,mMEGAFON,77,02,
9259970000,9259999999,mMEGAFON,77,02,
9260000000,9260999999,mMEGAFON,77,02,
9261000000,9261999999,mMEGAFON,77,02,
9262000000,9262999999,mMEGAFON,77,02,
9263000000,9263999999,mMEGAFON,77,02,
9264000000,9264999999,mMEGAFON,77,02,
9265000000,9265999999,mMEGAFON,77,02,
9266000000,9266999999,mMEGAFON,77,02,
9267000000,9267999999,mMEGAFON,77,02,
9268000000,9268999999,mMEGAFON,77,02,
9269000000,9269999999,mMEGAFON,77,02,
9270000000,9270199999,mMEGAFON,64,02,
9270200000,9270299999,mMEGAFON,64,02,
9270300000,9270399999,mMEGAFON,16,02,
9270400000,9270499999,mMEGAFON,16,02,
9270500000,9270599999,mMEGAFON,65,02,
9270600000,9270699999,mMEGAFON,37,02,
9270700000,9270799999,mMEGAFON,33,02,
9270800000,9270899999,mMEGAFON,03,02,
9270900000,9270999999,mMEGAFON,60,02,
9271000000,9271109999,mMEGAFON,65,02,
9271110000,9271119999,mMEGAFON,64,02,
9271120000,9271699999,mMEGAFON,65,02,
9271700000,9271999999,mMEGAFON,13,02,
9272000000,9272099999,mMEGAFON,64,02,
9272100000,9272199999,mMEGAFON,64,02,
9272200000,9272299999,mMEGAFON,65,02,
9272300000,9272399999,mMEGAFON,03,02,
9272400000,9272499999,mMEGAFON,16,02,
9272500000,9272599999,mMEGAFON,37,02,
9272600000,9272679999,mMEGAFON,64,02,
9272680000,9272699999,mMEGAFON,64,02,
9272700000,9272739999,mMEGAFON,74,02,
9272740000,9272769999,mMEGAFON,13,02,
9272770000,9272799999,mMEGAFON,65,02,
9272800000,9272829999,mMEGAFON,33,02,
9272830000,9272839999,mMEGAFON,08,02,
9272840000,9272859999,mMEGAFON,33,02,
9272860000,9272899999,mMEGAFON,60,02,
9272900000,9272999999,mMEGAFON,64,02,
9273000000,9273599999,mMEGAFON,03,02,
9273600000,9273999999,mMEGAFON,60,02,
9274000000,9274499999,mMEGAFON,16,02,
9274500000,9274999999,mMEGAFON,16,02,
9275000000,9275499999,mMEGAFON,37,02,
9275500000,9275899999,mMEGAFON,33,02,
9275900000,9275999999,mMEGAFON,08,02,
9276000000,9276099999,mMEGAFON,64,02,
9276100000,9276199999,mMEGAFON,64,02,
9276200000,9276299999,mMEGAFON,65,02,
9276300000,9276349999,mMEGAFON,74,02,
9276350000,9276399999,mMEGAFON,03,02,
9276400000,9276449999,mMEGAFON,13,02,
9276450000,9276479999,mMEGAFON,08,02,
9276480000,9276499999,mMEGAFON,60,02,
9276500000,9276599999,mMEGAFON,64,02,
9276600000,9276649999,mMEGAFON,33,02,
9276650000,9276699999,mMEGAFON,21,02,
9276700000,9276799999,mMEGAFON,16,02,
9276800000,9276849999,mMEGAFON,12,02,
9276850000,9277699999,mMEGAFON,64,02,
9277700000,9277999999,mMEGAFON,64,02,
9278000000,9278399999,mMEGAFON,74,02,
9278400000,9278699999,mMEGAFON,21,02,
9278700000,9278899999,mMEGAFON,12,02,
9278900000,9278999999,mMEGAFON,64,02,
9279000000,9279099999,mMEGAFON,64,02,
9279100000,9279199999,mMEGAFON,65,02,
9279200000,9279699999,mMEGAFON,03,02,
9279700000,9279799999,mMEGAFON,13,02,
9279800000,9279899999,mMEGAFON,74,02,
9279900000,9279999999,mMEGAFON,21,02,
9280000000,9280049999,mMEGAFON,20,02,
9280050000,9280149999,mMEGAFON,29,02,
9280150000,9280249999,mMEGAFON,20,02,
9280250000,9280349999,mMEGAFON,09,02,
9280350000,9280449999,mMEGAFON,25,02,
9280450000,9280649999,mMEGAFON,05,02,
9280650000,9280749999,mMEGAFON,15,02,
9280750000,9280849999,mMEGAFON,07,02,
9280850000,9280899999,mMEGAFON,20,02,
9280900000,9280999999,mMEGAFON,06,02,
9281000000,9281999999,mMEGAFON,62,02,
9282000000,9282109999,mMEGAFON,25,02,
9282110000,9282119999,mMEGAFON,01,02,
9282120000,9282149999,mMEGAFON,62,02,
9282150000,9282159999,mMEGAFON,25,02,
9282160000,9282169999,mMEGAFON,62,02,
9282170000,9282179999,mMEGAFON,25,02,
9282180000,9282199999,mMEGAFON,05,02,
9282200000,9282209999,mMEGAFON,29,02,
9282210000,9282219999,mMEGAFON,25,02,
9282220000,9282229999,mMEGAFON,29,02,
9282230000,9282239999,mMEGAFON,25,02,
9282240000,9282249999,mMEGAFON,05,02,
9282250000,9282259999,mMEGAFON,29,02,
9282260000,9282279999,mMEGAFON,62,02,
9282280000,9282289999,mMEGAFON,25,02,
9282290000,9282299999,mMEGAFON,62,02,
9282300000,9282309999,mMEGAFON,29,02,
9282310000,9282329999,mMEGAFON,25,02,
9282330000,9282349999,mMEGAFON,25,02,
9282350000,9282359999,mMEGAFON,15,02,
9282360000,9282379999,mMEGAFON,25,02,
9282380000,9282389999,mMEGAFON,05,02,
9282390000,9282419999,mMEGAFON,25,02,
9282420000,9282429999,mMEGAFON,25,02,
9282430000,9282439999,mMEGAFON,05,02,
9282440000,9282449999,mMEGAFON,29,02,
9282450000,9282459999,mMEGAFON,25,02,
9282460000,9282489999,mMEGAFON,25,02,
9282490000,9282509999,mMEGAFON,05,02,
9282510000,9282529999,mMEGAFON,29,02,
9282530000,9282549999,mMEGAFON,05,02,
9282550000,9282589999,mMEGAFON,25,02,
9282590000,9282599999,mMEGAFON,25,02,
9282600000,9282619999,mMEGAFON,25,02,
9282620000,9282629999,mMEGAFON,29,02,
9282630000,9282639999,mMEGAFON,25,02,
9282640000,9282679999,mMEGAFON,29,02,
9282680000,9282689999,mMEGAFON,25,02,
9282690000,9282699999,mMEGAFON,20,02,
9282700000,9282709999,mMEGAFON,62,02,
9282710000,9282759999,mMEGAFON,25,02,
9282760000,9282779999,mMEGAFON,05,02,
9282780000,9282789999,mMEGAFON,25,02,
9282790000,9282799999,mMEGAFON,62,02,
9282800000,9282839999,mMEGAFON,25,02,
9282840000,9282849999,mMEGAFON,05,02,
9282850000,9282859999,mMEGAFON,29,02,
9282860000,9282889999,mMEGAFON,05,02,
9282890000,9282899999,mMEGAFON,62,02,
9282900000,9282909999,mMEGAFON,20,02,
9282910000,9282919999,mMEGAFON,01,02,
9282920000,9282929999,mMEGAFON,25,02,
9282930000,9282939999,mMEGAFON,29,02,
9282940000,9282949999,mMEGAFON,25,02,
9282950000,9282959999,mMEGAFON,25,02,
9282960000,9282969999,mMEGAFON,62,02,
9282970000,9282989999,mMEGAFON,05,02,
9282990000,9282999999,mMEGAFON,06,02,
9283000000,9283299999,mMEGAFON,29,02,
9283300000,9283349999,mMEGAFON,25,02,
9283350000,9283399999,mMEGAFON,29,02,
9283400000,9283799999,mMEGAFON,29,02,
9283800000,9283999999,mMEGAFON,09,02,
9284000000,9284449999,mMEGAFON,25,02,
9284450000,9284599999,mMEGAFON,25,02,
9284600000,9284749999,mMEGAFON,01,02,
9284750000,9284799999,mMEGAFON,20,02,
9284800000,9284999999,mMEGAFON,15,02,
9285000000,9285999999,mMEGAFON,05,02,
9286000000,9286299999,mMEGAFON,62,02,
9286300000,9286399999,mMEGAFON,29,02,
9286400000,9286499999,mMEGAFON,20,02,
9286500000,9286549999,mMEGAFON,29,02,
9286550000,9286599999,mMEGAFON,09,02,
9286600000,9286649999,mMEGAFON,25,02,
9286650000,9286679999,mMEGAFON,25,02,
9286680000,9286699999,mMEGAFON,01,02,
9286700000,9286849999,mMEGAFON,05,02,
9286850000,9286899999,mMEGAFON,15,02,
9286900000,9286949999,mMEGAFON,07,02,
9286950000,9286999999,mMEGAFON,06,02,
9287000000,9287249999,mMEGAFON,07,02,
9287250000,9287349999,mMEGAFON,06,02,
9287350000,9287409999,mMEGAFON,20,02,
9287410000,9287439999,mMEGAFON,06,02,
9287440000,9287459999,mMEGAFON,20,02,
9287460000,9287489999,mMEGAFON,06,02,
9287490000,9287499999,mMEGAFON,20,02,
9287500000,9287799999,mMEGAFON,62,02,
9287800000,9287899999,mMEGAFON,20,02,
9287900000,9287999999,mMEGAFON,06,02,
9288000000,9288099999,mMEGAFON,05,02,
9288100000,9288299999,mMEGAFON,29,02,
9288300000,9288399999,mMEGAFON,05,02,
9288400000,9288499999,mMEGAFON,25,02,
9288500000,9288549999,mMEGAFON,25,02,
9288550000,9288649999,mMEGAFON,15,02,
9288650000,9288799999,mMEGAFON,05,02,
9288800000,9288849999,mMEGAFON,25,02,
9288850000,9288999999,mMEGAFON,20,02,
9289000000,9289099999,mMEGAFON,62,02,
9289100000,9289109999,mMEGAFON,07,02,
9289110000,9289119999,mMEGAFON,29,02,
9289120000,9289169999,mMEGAFON,07,02,
9289170000,9289219999,mMEGAFON,06,02,
9289220000,9289269999,mMEGAFON,09,02,
9289270000,9289289999,mMEGAFON,15,02,
9289290000,9289299999,mMEGAFON,29,02,
9289300000,9289359999,mMEGAFON,15,02,
9289360000,9289369999,mMEGAFON,29,02,
9289370000,9289379999,mMEGAFON,05,02,
9289380000,9289399999,mMEGAFON,15,02,
9289400000,9289409999,mMEGAFON,20,02,
9289410000,9289419999,mMEGAFON,05,02,
9289420000,9289469999,mMEGAFON,20,02,
9289470000,9289479999,mMEGAFON,05,02,
9289480000,9289499999,mMEGAFON,20,02,
9289500000,9289509999,mMEGAFON,05,02,
9289510000,9289519999,mMEGAFON,29,02,
9289520000,9289539999,mMEGAFON,20,02,
9289540000,9289549999,mMEGAFON,62,02,
9289550000,9289559999,mMEGAFON,29,02,
9289560000,9289579999,mMEGAFON,62,02,
9289580000,9289589999,mMEGAFON,05,02,
9289590000,9289609999,mMEGAFON,62,02,
9289610000,9289629999,mMEGAFON,05,02,
9289630000,9289639999,mMEGAFON,29,02,
9289640000,9289679999,mMEGAFON,62,02,
9289680000,9289689999,mMEGAFON,29,02,
9289690000,9289699999,mMEGAFON,05,02,
9289700000,9289719999,mMEGAFON,29,02,
9289720000,9289819999,mMEGAFON,05,02,
9289820000,9289839999,mMEGAFON,29,02,
9289840000,9289879999,mMEGAFON,05,02,
9289880000,9289889999,mMEGAFON,62,02,
9289890000,9289899999,mMEGAFON,05,02,
9289900000,9289919999,mMEGAFON,62,02,
9289920000,9289929999,mMEGAFON,25,02,
9289930000,9289939999,mMEGAFON,29,02,
9289940000,9289949999,mMEGAFON,05,02,
9289950000,9289959999,mMEGAFON,20,02,
9289960000,9289969999,mMEGAFON,15,02,
9289970000,9289979999,mMEGAFON,29,02,
9289980000,9289989999,mMEGAFON,06,02,
9289990000,9289999999,mMEGAFON,07,02,
9290000000,9290059999,mMEGAFON,34,02,
9290060000,9290119999,mMEGAFON,39,02,
9290120000,9290149999,mMEGAFON,50,02,
9290150000,9290209999,mMEGAFON,69,02,
9290210000,9290269999,mMEGAFON,35,02,
9290270000,9290319999,mMEGAFON,36,02,
9290320000,9290349999,mMEGAFON,43,02,
9290350000,9290379999,mMEGAFON,48,02,
9290380000,9290589999,mMEGAFON,54,02,
9290590000,9290639999,mMEGAFON,59,02,
9290640000,9290699999,mMEGAFON,63,02,
9290700000,9290749999,mMEGAFON,72,02,
9290750000,9290799999,mMEGAFON,76,02,
9290800000,9290849999,mMEGAFON,68,02,
9290850000,9290899999,mMEGAFON,40,02,
9290900000,9290949999,mMEGAFON,46,02,
9290950000,9290999999,mMEGAFON,70,02,
9291000000,9291199999,mMEGAFON,78,02,
9291200000,9291259999,mMEGAFON,38,02,
9291260000,9291299999,mMEGAFON,78,02,
9291300000,9291399999,mMEGAFON,61,02,
9291400000,9291499999,mMEGAFON,32,02,
9291500000,9291509999,mMEGAFON,38,02,
9291510000,9291599999,mMEGAFON,78,02,
9291600000,9291699999,mMEGAFON,42,02,
9291700000,9291759999,mMEGAFON,10,02,
9291760000,9291799999,mMEGAFON,78,02,
9291800000,9291899999,mMEGAFON,53,02,
9291900000,9291999999,mMEGAFON,55,02,
9292000000,9292009999,mMEGAFON,73,02,
9292010000,9292019999,mMEGAFON,58,02,
9292020000,9292029999,mMEGAFON,67,02,
9292030000,9292039999,mMEGAFON,27,02,
9292040000,9292049999,mMEGAFON,81,02,
9292050000,9292059999,mMEGAFON,11,02,
9292060000,9292069999,mMEGAFON,47,02,
9292070000,9292079999,mMEGAFON,75,02,
9292080000,9292089999,mMEGAFON,83,02,
9292090000,9292099999,mMEGAFON,45,02,
9292100000,9292109999,mMEGAFON,18,02,
9292110000,9292249999,mMEGAFON,67,02,
9292250000,9292299999,mMEGAFON,47,02,
9292300000,9292349999,mMEGAFON,27,02,
9292350000,9292399999,mMEGAFON,75,02,
9292400000,9292499999,mMEGAFON,81,02,
9292500000,9292599999,mMEGAFON,83,02,
9292600000,9292699999,mMEGAFON,73,02,
9292700000,9292749999,mMEGAFON,75,02,
9292750000,9292799999,mMEGAFON,18,02,
9292800000,9292849999,mMEGAFON,58,02,
9292850000,9292899999,mMEGAFON,11,02,
9292900000,9292919999,mMEGAFON,45,02,
9292920000,9292999999,mMEGAFON,81,02,
9293000000,9293004999,mMEGAFON,44,02,
9293005000,9293009999,mMEGAFON,26,02,
9293010000,9293014999,mMEGAFON,57,02,
9293015000,9293019999,mMEGAFON,26,02,
9293020000,9293029999,mMEGAFON,71,02,
9293030000,9293039999,mMEGAFON,56,02,
9293040000,9293059999,mMEGAFON,02,02,
9293060000,9293069999,mMEGAFON,26,02,
9293070000,9293099999,mMEGAFON,26,02,
9293100000,9293109999,mMEGAFON,22,02,
9293110000,9293119999,mMEGAFON,02,02,
9293120000,9293129999,mMEGAFON,19,02,
9293130000,9293139999,mMEGAFON,26,02,
9293140000,9293179999,mMEGAFON,17,02,
9293180000,9293199999,mMEGAFON,19,02,
9293200000,9293219999,mMEGAFON,26,02,
9293220000,9293309999,mMEGAFON,22,02,
9293310000,9293399999,mMEGAFON,26,02,
9293400000,9293404999,mMEGAFON,44,02,
9293405000,9293409999,mMEGAFON,26,02,
9293410000,9293424999,mMEGAFON,44,02,
9293425000,9293429999,mMEGAFON,19,02,
9293430000,9293439999,mMEGAFON,22,02,
9293440000,9293444999,mMEGAFON,44,02,
9293445000,9293449999,mMEGAFON,19,02,
9293450000,9293489999,mMEGAFON,22,02,
9293490000,9293499999,mMEGAFON,22,02,
9293500000,9293549999,mMEGAFON,44,02,
9293550000,9293579999,mMEGAFON,26,02,
9293580000,9293589999,mMEGAFON,17,02,
9293590000,9293599999,mMEGAFON,44,02,
9293600000,9293699999,mMEGAFON,57,02,
9293700000,9293749999,mMEGAFON,71,02,
9293750000,9293799999,mMEGAFON,22,02,
9293800000,9293899999,mMEGAFON,56,02,
9293900000,9293999999,mMEGAFON,22,02,
9294000000,9294199999,mMEGAFON,30,02,
9294200000,9294299999,mMEGAFON,28,02,
9294300000,9294399999,mMEGAFON,41,02,
9294400000,9294499999,mMEGAFON,66,02,
9294500000,9294549999,mMEGAFON,51,02,
9294550000,9294599999,mMEGAFON,24,02,
9294600000,9294699999,mMEGAFON,14,02,
9294700000,9294749999,mMEGAFON,04,02,
9294750000,9294799999,mMEGAFON,31,02,
9294800000,9294899999,mMEGAFON,23,02,
9294900000,9294919999,mMEGAFON,31,02,
9294920000,9294929999,mMEGAFON,79,02,
9294930000,9294949999,mMEGAFON,31,02,
9294950000,9294969999,mMEGAFON,28,02,
9294970000,9294979999,mMEGAFON,82,02,
